station,valid,lon,lat,tmpc,drct,sknt
SGR,2011-02-01 15:53,-95.6565,29.6223,3.90,330.00,17.00
LFK,2011-02-01 15:53,-94.7500,31.2340,3.30,290.00,12.00
CLL,2011-02-01 15:53,-96.3639,30.5881,-1.10,320.00,24.00
GGG,2011-02-01 15:53,-94.7115,32.3840,0.00,290.00,24.00
TKI,2011-02-01 15:53,-96.5900,33.1800,-7.80,320.00,17.00
AUS,2011-02-01 15:53,-97.6699,30.1945,-1.10,330.00,14.00
IAH,2011-02-01 15:53,-95.3414,29.9844,5.00,310.00,17.00
MFE,2011-02-01 15:53,-98.2386,26.1758,19.40,360.00,20.00
BRO,2011-02-01 15:53,-97.4231,25.9146,20.00,350.00,13.00
CXO,2011-02-01 15:53,-95.4145,30.3524,2.20,310.00,19.00
PIL,2011-02-01 15:53,-97.3378,26.1597,18.30,360.00,23.00
PSX,2011-02-01 15:53,-96.2500,28.7300,7.20,340.00,27.00
LBX,2011-02-01 15:53,-95.4621,29.1086,7.20,320.00,16.00
INK,2011-02-01 15:53,-103.2000,31.7800,-8.30,350.00,15.00
UTS,2011-02-01 15:53,-95.5872,30.7469,-0.60,320.00,13.00
LBB,2011-02-01 15:53,-101.8228,33.6636,-12.80,360.00,24.00
6R6,2011-02-01 15:53,-102.2129,30.0460,-2.20,340.00,18.00
LVJ,2011-02-01 15:53,-95.2400,29.5200,7.20,310.00,17.00
DWH,2011-02-01 15:53,-95.5562,30.0680,2.20,320.00,15.00
ALI,2011-02-01 15:53,-98.0269,27.7409,12.80,350.00,18.00
MWL,2011-02-01 15:53,-98.0602,32.7816,-8.30,330.00,18.00
BPT,2011-02-01 15:53,-94.0200,29.9500,8.30,340.00,9.00
ODO,2011-02-01 15:53,-102.3867,31.9206,-9.40,360.00,16.00
DYS,2011-02-01 15:53,-99.8550,32.4210,-10.00,340.00,23.00
FST,2011-02-01 15:53,-102.9167,30.9119,-7.20,360.00,13.00
TYR,2011-02-01 15:53,-95.4024,32.3541,-3.30,310.00,25.00
RBD,2011-02-01 15:53,-96.8700,32.6800,-6.70,310.00,30.00
CRS,2011-02-01 15:53,-96.4000,32.0300,-5.00,320.00,28.00
DAL,2011-02-01 15:53,-96.8518,32.8471,-6.70,320.00,29.00
SAT,2011-02-01 15:53,-98.4698,29.5337,0.60,350.00,14.00
CDS,2011-02-01 15:53,-100.2881,34.4339,-12.20,350.00,26.00
HOU,2011-02-01 15:53,-95.2824,29.6375,7.20,300.00,16.00
DRT,2011-02-01 15:53,-100.9272,29.3742,0.60,330.00,16.00
RKP,2011-02-01 15:53,-97.0464,28.0836,10.00,340.00,19.00
LZZ,2011-02-01 15:55,-98.1959,31.1062,-6.00,310.00,15.00
BWD,2011-02-01 15:55,-98.9565,31.7936,-8.00,330.00,20.00
MIU,2011-02-01 15:55,-96.7367,27.2917,14.00,10.00,15.00
ILE,2011-02-01 15:55,-97.6865,31.0858,-6.00,320.00,16.00
BBF,2011-02-01 15:55,-96.0140,27.8330,12.00,350.00,35.00
HBV,2011-02-01 15:55,-98.7369,27.3496,12.00,330.00,18.00
MCJ,2011-02-01 15:55,-95.3950,29.7140,4.00,290.00,24.00
CRH,2011-02-01 15:55,-93.3016,28.9086,19.00,180.00,23.00
PWG,2011-02-01 15:55,-97.3165,31.4849,-6.00,320.00,24.00
MZG,2011-02-01 15:55,-96.1911,27.7269,12.00,340.00,30.00
FTN,2011-02-01 15:55,-100.0188,28.2086,7.00,340.00,15.00
GUL,2011-02-01 15:55,-93.5383,27.3039,22.00,0.00,null
MRF,2011-02-01 15:55,-104.0200,30.3700,-4.00,50.00,13.00
EDC,2011-02-01 15:55,-97.5621,30.3925,-2.00,320.00,17.00
HYI,2011-02-01 15:55,-97.8630,29.8927,0.00,350.00,26.00
BKS,2011-02-01 15:55,-98.1211,27.2067,15.40,350.00,14.00
SKF,2011-02-01 15:55,-98.5811,29.3842,1.30,10.00,20.00
APY,2011-02-01 15:55,-99.2489,26.9688,14.20,340.00,12.00
PRX,2011-02-01 15:55,-95.4507,33.6366,-6.00,320.00,23.00
VAF,2011-02-01 15:55,-94.6253,27.3536,22.00,250.00,15.00
TME,2011-02-01 15:55,-95.8979,29.8050,2.00,310.00,21.00
DLF,2011-02-01 15:55,-100.7780,29.3595,0.70,330.00,23.00
RND,2011-02-01 15:55,-98.2800,29.5300,1.40,340.00,20.00
EMK,2011-02-01 15:55,-94.3228,27.8186,22.00,200.00,21.00
OCH,2011-02-01 15:55,-94.7094,31.5778,3.00,310.00,16.00
HQI,2011-02-01 15:55,-93.6708,27.9620,21.00,170.00,11.00
RAS,2011-02-01 15:55,-97.0900,27.8100,12.00,0.00,null
T65,2011-02-01 15:55,-97.9731,26.1776,18.00,20.00,11.00
VKY,2011-02-01 15:55,-88.4410,29.2480,21.00,null,null
EBG,2011-02-01 15:55,-98.1222,26.4417,19.30,20.00,14.00
SPL,2011-02-01 15:55,-97.1572,26.0706,18.00,330.00,19.00
RBO,2011-02-01 15:55,-97.6905,27.7785,12.00,340.00,24.00
BQX,2011-02-01 15:55,-95.7244,28.4936,9.00,330.00,27.00
DYS,2011-02-01 15:55,-99.8550,32.4210,-10.20,350.00,24.00
OPM,2011-02-01 15:55,-96.9400,26.8328,15.00,330.00,16.00
LRD,2011-02-01 15:56,-99.4615,27.5438,11.60,330.00,20.00
NGP,2011-02-01 15:56,-97.2911,27.6926,12.20,350.00,20.00
HLR,2011-02-01 15:56,-97.7145,31.1387,-3.30,310.00,22.00
NQI,2011-02-01 15:56,-97.8097,27.5072,12.20,350.00,19.00
GDP,2011-02-01 15:58,-104.8098,31.8331,-13.00,70.00,32.00
SPS,2011-02-01 15:59,-98.4928,33.9786,-11.00,330.00,19.00
SJT,2011-02-01 16:00,-100.4950,31.3517,-7.00,320.00,20.00
MKN,2011-02-01 16:00,-98.6000,31.9200,-7.00,340.00,24.00
GVT,2011-02-01 16:00,-96.0653,33.0678,-6.00,320.00,23.00
AMA,2011-02-01 16:00,-101.7059,35.2194,-17.00,350.00,28.00
BKD,2011-02-01 16:00,-98.8910,32.7190,-8.60,340.00,15.00
DYS,2011-02-01 16:01,-99.8550,32.4210,-10.00,350.00,23.00
OZA,2011-02-01 16:02,-101.2030,30.7353,-5.50,0.00,null
ARM,2011-02-01 16:02,-96.1544,29.2543,5.80,320.00,24.00
ABI,2011-02-01 16:03,-99.6821,32.4106,-11.00,0.00,null
GGG,2011-02-01 16:03,-94.7115,32.3840,-1.00,300.00,27.00
COM,2011-02-01 16:03,-99.4036,31.8411,-8.20,330.00,22.00
6R3,2011-02-01 16:03,-95.0080,30.3564,4.70,310.00,14.00
GLE,2011-02-01 16:03,-97.1969,33.6514,-9.00,330.00,17.00
LBR,2011-02-01 16:04,-95.0636,33.5932,-4.20,300.00,17.00
F05,2011-02-01 16:04,-99.2837,34.2257,-10.60,360.00,28.00
HRX,2011-02-01 16:04,-102.3264,34.8578,-15.10,360.00,29.00
DKR,2011-02-01 16:05,-95.4038,31.3070,0.00,320.00,20.00
BBD,2011-02-01 16:05,-99.3239,31.1793,-8.00,310.00,18.00
JXI,2011-02-01 16:05,-94.9500,32.7000,-2.00,null,null
E38,2011-02-01 16:05,-103.6840,30.3840,-8.00,50.00,10.00
INJ,2011-02-01 16:05,-97.0972,32.0836,-6.00,310.00,30.00
BEA,2011-02-01 16:05,-97.7910,28.3619,8.90,350.00,19.00
CVB,2011-02-01 16:05,-98.8509,29.3419,1.70,340.00,21.00
GDJ,2011-02-01 16:05,-97.8169,32.4444,-7.00,300.00,19.00
JDD,2011-02-01 16:05,-95.4965,32.7422,-3.00,null,null
SOA,2011-02-01 16:05,-100.6486,30.5857,-4.00,null,null
RWV,2011-02-01 16:05,-96.7041,30.5155,-2.00,null,null
JAS,2011-02-01 16:05,-94.0349,30.8857,7.00,270.00,8.00
DUX,2011-02-01 16:05,-102.0130,35.8580,-17.50,350.00,30.00
PPA,2011-02-01 16:05,-100.9963,35.6130,-17.00,350.00,27.00
5C1,2011-02-01 16:05,-98.6946,29.7239,-1.00,360.00,16.00
RPH,2011-02-01 16:05,-98.5550,33.1100,-10.10,330.00,17.00
3T5,2011-02-01 16:05,-96.9500,29.9100,0.50,320.00,20.00
CWC,2011-02-01 16:05,-98.4904,33.8578,-10.20,350.00,20.00
ORG,2011-02-01 16:05,-93.8036,30.0692,8.00,320.00,8.00
ERV,2011-02-01 16:05,-99.0855,29.9767,-3.10,330.00,21.00
GNC,2011-02-01 16:05,-102.6527,32.6753,-10.00,360.00,11.00
GYI,2011-02-01 16:05,-96.6737,33.7141,-8.50,320.00,14.00
0F2,2011-02-01 16:05,-97.7756,33.6017,-10.00,320.00,19.00
BPC,2011-02-01 16:05,-101.0301,35.8893,-16.00,350.00,23.00
TFP,2011-02-01 16:05,-97.2115,27.9130,10.10,360.00,20.00
SLR,2011-02-01 16:05,-95.6200,33.1600,-4.70,310.00,25.00
AXH,2011-02-01 16:05,-95.4769,29.5061,5.00,310.00,18.00
PVW,2011-02-01 16:05,-101.7173,34.1681,-12.80,360.00,26.00
T82,2011-02-01 16:05,-98.9092,30.2432,-5.00,330.00,22.00
MDD,2011-02-01 16:05,-102.1010,32.0365,-8.00,350.00,11.00
GOP,2011-02-01 16:05,-97.7970,31.4213,-5.00,null,null
ECU,2011-02-01 16:05,-100.1739,29.9469,-3.00,null,null
GYB,2011-02-01 16:05,-96.9800,30.1700,-1.30,340.00,20.00
CPT,2011-02-01 16:05,-97.4338,32.3537,-7.00,null,null
SWW,2011-02-01 16:05,-100.4666,32.4674,-9.80,340.00,18.00
DZB,2011-02-01 16:05,-98.3588,30.5271,-3.50,310.00,18.00
OSA,2011-02-01 16:05,-94.9614,33.0956,-4.00,280.00,17.00
LHB,2011-02-01 16:05,-96.6200,30.8700,-2.30,310.00,21.00
AQO,2011-02-01 16:05,-98.6619,30.7836,-4.00,null,null
RYW,2011-02-01 16:06,-97.9659,30.4967,-3.00,310.00,11.00
SAT,2011-02-01 16:06,-98.4698,29.5337,1.00,360.00,15.00
BPG,2011-02-01 16:06,-101.5216,32.2126,-7.60,330.00,18.00
RKP,2011-02-01 16:06,-97.0464,28.0836,10.00,350.00,19.00
XBP,2011-02-01 16:06,-97.8284,33.1753,-8.80,330.00,22.00
SNK,2011-02-01 16:06,-100.9505,32.6934,-10.20,340.00,19.00
11R,2011-02-01 16:07,-96.3742,30.2189,0.00,330.00,28.00
JSO,2011-02-01 16:07,-95.2200,31.8700,-2.60,300.00,21.00
SKF,2011-02-01 16:07,-98.5811,29.3842,2.00,350.00,19.00
HHF,2011-02-01 16:07,-100.4040,35.8950,-15.20,350.00,26.00
LUD,2011-02-01 16:08,-97.5805,33.2542,-9.00,310.00,14.00
GDP,2011-02-01 16:08,-104.8098,31.8331,-13.00,70.00,32.00
UVA,2011-02-01 16:08,-99.7436,29.2113,3.10,10.00,13.00
MNZ,2011-02-01 16:08,-98.1486,31.6659,-6.60,330.00,25.00
BYY,2011-02-01 16:08,-95.8634,28.9733,7.00,310.00,19.00
PYX,2011-02-01 16:08,-100.7500,36.4140,-16.90,320.00,27.00
PEQ,2011-02-01 16:09,-103.5100,31.3800,-5.00,10.00,10.00
PEZ,2011-02-01 16:09,-98.5200,28.9542,5.20,340.00,10.00
PSN,2011-02-01 16:09,-95.7063,31.7797,-2.40,310.00,15.00
RND,2011-02-01 16:10,-98.2800,29.5300,2.00,340.00,20.00
CRH,2011-02-01 16:10,-93.3016,28.9086,19.00,180.00,25.00
HQZ,2011-02-01 16:10,-96.5304,32.7470,-6.00,300.00,27.00
BQX,2011-02-01 16:10,-95.7244,28.4936,9.00,330.00,32.00
TRL,2011-02-01 16:12,-96.2700,32.7100,-6.00,310.00,16.00
DFW,2011-02-01 16:12,-97.0380,32.8968,-7.00,320.00,28.00
AFW,2011-02-01 16:12,-97.3179,32.9716,-8.00,320.00,21.00
VCT,2011-02-01 16:13,-96.9303,28.8614,7.00,330.00,21.00
VAF,2011-02-01 16:15,-94.6253,27.3536,20.00,0.00,4.00
RAS,2011-02-01 16:15,-97.0900,27.8100,11.00,0.00,null
MZG,2011-02-01 16:15,-96.1911,27.7269,11.00,340.00,30.00
HQI,2011-02-01 16:15,-93.6708,27.9620,21.00,180.00,17.00
BWD,2011-02-01 16:15,-98.9565,31.7936,-8.00,340.00,24.00
FTN,2011-02-01 16:15,-100.0188,28.2086,null,360.00,16.00
EBG,2011-02-01 16:15,-98.1222,26.4417,19.30,360.00,17.00
BKS,2011-02-01 16:15,-98.1211,27.2067,15.50,350.00,15.00
MCJ,2011-02-01 16:15,-95.3950,29.7140,3.00,310.00,17.00
T65,2011-02-01 16:15,-97.9731,26.1776,18.10,30.00,12.00
MRF,2011-02-01 16:15,-104.0200,30.3700,-4.00,50.00,15.00
PWG,2011-02-01 16:15,-97.3165,31.4849,-6.00,330.00,23.00
TPL,2011-02-01 16:15,-97.4078,31.1525,-5.00,330.00,19.00
HBV,2011-02-01 16:15,-98.7369,27.3496,12.00,320.00,20.00
OPM,2011-02-01 16:15,-96.9400,26.8328,15.00,330.00,15.00
TME,2011-02-01 16:15,-95.8979,29.8050,2.00,310.00,24.00
PRX,2011-02-01 16:15,-95.4507,33.6366,-7.00,330.00,30.00
GUL,2011-02-01 16:15,-93.5383,27.3039,22.00,0.00,null
VKY,2011-02-01 16:15,-88.4410,29.2480,22.00,null,null
BBF,2011-02-01 16:15,-96.0140,27.8330,11.00,340.00,36.00
HYI,2011-02-01 16:15,-97.8630,29.8927,0.00,340.00,22.00
RBO,2011-02-01 16:15,-97.6905,27.7785,11.90,340.00,18.00
APY,2011-02-01 16:15,-99.2489,26.9688,13.70,330.00,16.00
ILE,2011-02-01 16:15,-97.6865,31.0858,-5.00,310.00,17.00
MIU,2011-02-01 16:15,-96.7367,27.2917,13.00,10.00,13.00
SPL,2011-02-01 16:15,-97.1572,26.0706,18.00,330.00,18.00
EDC,2011-02-01 16:15,-97.5621,30.3925,-2.00,330.00,22.00
OCH,2011-02-01 16:15,-94.7094,31.5778,2.00,310.00,18.00
EMK,2011-02-01 16:15,-94.3228,27.8186,20.00,310.00,26.00
LZZ,2011-02-01 16:15,-98.1959,31.1062,-6.00,310.00,16.00
SSF,2011-02-01 16:16,-98.4711,29.3370,3.00,350.00,17.00
MAF,2011-02-01 16:16,-102.2075,31.9466,-9.00,340.00,18.00
ABI,2011-02-01 16:19,-99.6821,32.4106,-10.00,0.00,null
ABI,2011-02-01 16:19,-99.6821,32.4106,-10.00,0.00,null
COT,2011-02-01 16:19,-99.2183,28.4567,9.00,340.00,15.00
MKN,2011-02-01 16:20,-98.6000,31.9200,-7.00,340.00,22.00
BKD,2011-02-01 16:20,-98.8910,32.7190,-8.50,350.00,17.00
TRL,2011-02-01 16:21,-96.2700,32.7100,-6.00,320.00,24.00
GLS,2011-02-01 16:21,-94.8604,29.2653,9.00,300.00,21.00
RND,2011-02-01 16:21,-98.2800,29.5300,2.00,340.00,23.00
AMA,2011-02-01 16:22,-101.7059,35.2194,-17.00,340.00,26.00
5C1,2011-02-01 16:22,-98.6946,29.7239,-1.00,350.00,20.00
OZA,2011-02-01 16:22,-101.2030,30.7353,-5.20,0.00,null
FST,2011-02-01 16:22,-102.9167,30.9119,-7.00,10.00,10.00
DYS,2011-02-01 16:22,-99.8550,32.4210,-10.00,340.00,25.00
GDP,2011-02-01 16:23,-104.8098,31.8331,-12.00,70.00,32.00
DYS,2011-02-01 16:24,-99.8550,32.4210,-10.00,350.00,28.00
ODO,2011-02-01 16:24,-102.3867,31.9206,-9.00,360.00,18.00
DYS,2011-02-01 16:24,-99.8550,32.4210,-10.00,350.00,28.00
LBR,2011-02-01 16:24,-95.0636,33.5932,-4.50,290.00,17.00
OSA,2011-02-01 16:25,-94.9614,33.0956,-4.40,280.00,22.00
RWV,2011-02-01 16:25,-96.7041,30.5155,-2.00,null,null
SLR,2011-02-01 16:25,-95.6200,33.1600,-4.70,320.00,26.00
PPA,2011-02-01 16:25,-100.9963,35.6130,-17.00,350.00,24.00
GOP,2011-02-01 16:25,-97.7970,31.4213,-5.00,null,null
T82,2011-02-01 16:25,-98.9092,30.2432,-4.40,330.00,15.00
TFP,2011-02-01 16:25,-97.2115,27.9130,10.60,350.00,24.00
11R,2011-02-01 16:25,-96.3742,30.2189,-1.00,320.00,22.00
ORG,2011-02-01 16:25,-93.8036,30.0692,9.00,320.00,7.00
JAS,2011-02-01 16:25,-94.0349,30.8857,6.50,270.00,12.00
PVW,2011-02-01 16:25,-101.7173,34.1681,-13.10,350.00,28.00
MDD,2011-02-01 16:25,-102.1010,32.0365,-8.00,360.00,14.00
JXI,2011-02-01 16:25,-94.9500,32.7000,-3.00,null,null
LHB,2011-02-01 16:25,-96.6200,30.8700,-2.50,300.00,20.00
JDD,2011-02-01 16:25,-95.4965,32.7422,-3.00,null,null
SWW,2011-02-01 16:25,-100.4666,32.4674,-10.00,340.00,19.00
RPH,2011-02-01 16:25,-98.5550,33.1100,-9.30,320.00,13.00
SOA,2011-02-01 16:25,-100.6486,30.5857,-3.00,null,null
GLE,2011-02-01 16:25,-97.1969,33.6514,-9.00,320.00,15.00
RYW,2011-02-01 16:26,-97.9659,30.4967,-3.00,320.00,19.00
LBX,2011-02-01 16:26,-95.4621,29.1086,6.00,320.00,16.00
BPG,2011-02-01 16:26,-101.5216,32.2126,-8.00,330.00,20.00
XBP,2011-02-01 16:26,-97.8284,33.1753,-8.60,330.00,20.00
SNK,2011-02-01 16:26,-100.9505,32.6934,-9.90,330.00,16.00
DYS,2011-02-01 16:26,-99.8550,32.4210,-10.00,350.00,28.00
SPS,2011-02-01 16:27,-98.4928,33.9786,-11.00,340.00,29.00
PEQ,2011-02-01 16:27,-103.5100,31.3800,-4.00,330.00,13.00
JSO,2011-02-01 16:27,-95.2200,31.8700,-3.00,310.00,17.00
LNC,2011-02-01 16:27,-96.7190,32.5792,-7.00,320.00,20.00
UVA,2011-02-01 16:28,-99.7436,29.2113,3.10,350.00,13.00
PYX,2011-02-01 16:28,-100.7500,36.4140,-17.10,320.00,29.00
BYY,2011-02-01 16:28,-95.8634,28.9733,7.00,330.00,14.00
BAZ,2011-02-01 16:28,-98.0450,29.7090,1.00,360.00,23.00
PEZ,2011-02-01 16:29,-98.5200,28.9542,5.60,320.00,16.00
PSN,2011-02-01 16:29,-95.7063,31.7797,-2.50,280.00,17.00
MNZ,2011-02-01 16:29,-98.1486,31.6659,-6.60,330.00,26.00
DYS,2011-02-01 16:30,-99.8550,32.4210,-10.00,350.00,25.00
ABI,2011-02-01 16:31,-99.6821,32.4106,-10.00,0.00,null
GDP,2011-02-01 16:31,-104.8098,31.8331,-12.00,70.00,32.00
FST,2011-02-01 16:31,-102.9167,30.9119,-6.00,330.00,12.00
ABI,2011-02-01 16:31,-99.6821,32.4106,-10.00,0.00,null
ELP,2011-02-01 16:32,-106.3758,31.8111,-1.00,130.00,9.00
CDS,2011-02-01 16:32,-100.2881,34.4339,-12.00,360.00,23.00
AFW,2011-02-01 16:32,-97.3179,32.9716,-8.00,330.00,16.00
DYS,2011-02-01 16:33,-99.8550,32.4210,-10.00,350.00,21.00
ABI,2011-02-01 16:34,-99.6821,32.4106,-10.00,0.00,null
EBG,2011-02-01 16:35,-98.1222,26.4417,18.80,360.00,21.00
ILE,2011-02-01 16:35,-97.6865,31.0858,-5.00,310.00,18.00
PWG,2011-02-01 16:35,-97.3165,31.4849,-4.00,320.00,20.00
FTN,2011-02-01 16:35,-100.0188,28.2086,7.00,350.00,23.00
RAS,2011-02-01 16:35,-97.0900,27.8100,11.00,0.00,null
VKY,2011-02-01 16:35,-88.4410,29.2480,22.00,null,null
PRX,2011-02-01 16:35,-95.4507,33.6366,-7.00,320.00,23.00
T65,2011-02-01 16:35,-97.9731,26.1776,18.60,30.00,10.00
RBO,2011-02-01 16:35,-97.6905,27.7785,12.10,340.00,21.00
SPL,2011-02-01 16:35,-97.1572,26.0706,18.00,330.00,18.00
HYI,2011-02-01 16:35,-97.8630,29.8927,0.00,340.00,20.00
APY,2011-02-01 16:35,-99.2489,26.9688,13.60,330.00,14.00
BWD,2011-02-01 16:35,-98.9565,31.7936,-8.00,330.00,24.00
HBV,2011-02-01 16:35,-98.7369,27.3496,12.00,330.00,19.00
MCJ,2011-02-01 16:35,-95.3950,29.7140,3.00,310.00,17.00
LZZ,2011-02-01 16:35,-98.1959,31.1062,-6.00,320.00,12.00
BKS,2011-02-01 16:35,-98.1211,27.2067,15.90,340.00,15.00
OCH,2011-02-01 16:35,-94.7094,31.5778,1.00,300.00,20.00
EDC,2011-02-01 16:35,-97.5621,30.3925,-2.00,330.00,22.00
DYS,2011-02-01 16:36,-99.8550,32.4210,-10.00,350.00,21.00
MAF,2011-02-01 16:37,-102.2075,31.9466,-8.00,360.00,18.00
DYS,2011-02-01 16:37,-99.8550,32.4210,-10.00,350.00,23.00
GKY,2011-02-01 16:38,-97.0943,32.6639,-7.00,320.00,21.00
DYS,2011-02-01 16:38,-99.8550,32.4210,-10.00,350.00,23.00
MWL,2011-02-01 16:39,-98.0602,32.7816,-8.00,320.00,24.00
DYS,2011-02-01 16:39,-99.8550,32.4210,-10.00,350.00,22.00
VCT,2011-02-01 16:40,-96.9303,28.8614,7.00,330.00,23.00
FST,2011-02-01 16:40,-102.9167,30.9119,-6.00,340.00,12.00
BKD,2011-02-01 16:40,-98.8910,32.7190,-8.20,350.00,22.00
JCT,2011-02-01 16:40,-99.7664,30.5108,-5.00,350.00,18.00
GVT,2011-02-01 16:40,-96.0653,33.0678,-5.00,310.00,20.00
MKN,2011-02-01 16:40,-98.6000,31.9200,-7.00,330.00,19.00
DYS,2011-02-01 16:41,-99.8550,32.4210,-10.00,350.00,24.00
TRL,2011-02-01 16:41,-96.2700,32.7100,-6.00,300.00,25.00
OZA,2011-02-01 16:42,-101.2030,30.7353,-4.90,350.00,20.00
ARM,2011-02-01 16:42,-96.1544,29.2543,4.80,340.00,18.00
6R3,2011-02-01 16:43,-95.0080,30.3564,3.00,310.00,12.00
CDS,2011-02-01 16:43,-100.2881,34.4339,-12.00,350.00,28.00
COM,2011-02-01 16:43,-99.4036,31.8411,-8.00,340.00,20.00
5C1,2011-02-01 16:44,-98.6946,29.7239,-1.00,350.00,16.00
HRX,2011-02-01 16:44,-102.3264,34.8578,-14.50,360.00,26.00
F05,2011-02-01 16:44,-99.2837,34.2257,-10.40,350.00,23.00
LBR,2011-02-01 16:44,-95.0636,33.5932,-4.80,290.00,10.00
DUX,2011-02-01 16:45,-102.0130,35.8580,-16.50,350.00,30.00
GNC,2011-02-01 16:45,-102.6527,32.6753,-9.80,350.00,16.00
TFP,2011-02-01 16:45,-97.2115,27.9130,10.70,350.00,18.00
JAS,2011-02-01 16:45,-94.0349,30.8857,6.50,280.00,10.00
GLE,2011-02-01 16:45,-97.1969,33.6514,-9.00,320.00,18.00
PPA,2011-02-01 16:45,-100.9963,35.6130,-17.00,350.00,28.00
SWW,2011-02-01 16:45,-100.4666,32.4674,-9.70,340.00,15.00
BEA,2011-02-01 16:45,-97.7910,28.3619,8.40,360.00,18.00
LHB,2011-02-01 16:45,-96.6200,30.8700,-2.50,310.00,23.00
RPH,2011-02-01 16:45,-98.5550,33.1100,-9.70,330.00,14.00
INJ,2011-02-01 16:45,-97.0972,32.0836,-5.50,310.00,27.00
GDJ,2011-02-01 16:45,-97.8169,32.4444,-6.50,300.00,22.00
OSA,2011-02-01 16:45,-94.9614,33.0956,-4.50,290.00,20.00
SOA,2011-02-01 16:45,-100.6486,30.5857,-4.00,null,null
11R,2011-02-01 16:45,-96.3742,30.2189,-1.00,310.00,22.00
SLR,2011-02-01 16:45,-95.6200,33.1600,-4.80,310.00,23.00
DKR,2011-02-01 16:45,-95.4038,31.3070,-1.00,310.00,13.00
3T5,2011-02-01 16:45,-96.9500,29.9100,1.00,340.00,22.00
RWV,2011-02-01 16:45,-96.7041,30.5155,-1.00,null,null
JXI,2011-02-01 16:45,-94.9500,32.7000,-3.00,null,null
ORG,2011-02-01 16:45,-93.8036,30.0692,8.00,310.00,6.00
ECU,2011-02-01 16:45,-100.1739,29.9469,-2.00,null,null
GOP,2011-02-01 16:45,-97.7970,31.4213,-5.00,null,null
CWC,2011-02-01 16:45,-98.4904,33.8578,-9.60,350.00,21.00
JDD,2011-02-01 16:45,-95.4965,32.7422,-3.00,null,null
ERV,2011-02-01 16:45,-99.0855,29.9767,-1.80,330.00,18.00
GYB,2011-02-01 16:45,-96.9800,30.1700,-1.00,330.00,21.00
E38,2011-02-01 16:45,-103.6840,30.3840,-8.00,60.00,9.00
0F2,2011-02-01 16:45,-97.7756,33.6017,-10.20,330.00,24.00
AXH,2011-02-01 16:45,-95.4769,29.5061,3.00,310.00,19.00
DZB,2011-02-01 16:45,-98.3588,30.5271,-2.80,330.00,20.00
CPT,2011-02-01 16:45,-97.4338,32.3537,-6.00,null,null
GYI,2011-02-01 16:45,-96.6737,33.7141,-8.20,330.00,18.00
CVB,2011-02-01 16:45,-98.8509,29.3419,2.40,340.00,16.00
MDD,2011-02-01 16:45,-102.1010,32.0365,-7.90,10.00,15.00
PVW,2011-02-01 16:45,-101.7173,34.1681,-13.00,350.00,26.00
BBD,2011-02-01 16:45,-99.3239,31.1793,-8.00,310.00,18.00
T82,2011-02-01 16:45,-98.9092,30.2432,-4.00,340.00,15.00
BPC,2011-02-01 16:45,-101.0301,35.8893,-15.00,340.00,25.00
LNC,2011-02-01 16:45,-96.7190,32.5792,-6.30,310.00,26.00
AQO,2011-02-01 16:45,-98.6619,30.7836,-4.00,null,null
PEQ,2011-02-01 16:46,-103.5100,31.3800,-4.00,350.00,12.00
SNK,2011-02-01 16:46,-100.9505,32.6934,-9.80,340.00,16.00
BPG,2011-02-01 16:46,-101.5216,32.2126,-7.60,340.00,22.00
XBP,2011-02-01 16:46,-97.8284,33.1753,-8.80,320.00,24.00
RYW,2011-02-01 16:46,-97.9659,30.4967,-2.00,330.00,16.00
SPS,2011-02-01 16:47,-98.4928,33.9786,-11.00,330.00,24.00
JSO,2011-02-01 16:47,-95.2200,31.8700,-3.40,300.00,17.00
FWS,2011-02-01 16:47,-97.3033,32.5730,-7.00,320.00,23.00
HHF,2011-02-01 16:47,-100.4040,35.8950,-14.70,350.00,22.00
MNZ,2011-02-01 16:48,-98.1486,31.6659,-6.00,330.00,23.00
UVA,2011-02-01 16:48,-99.7436,29.2113,3.80,360.00,13.00
PYX,2011-02-01 16:48,-100.7500,36.4140,-17.10,320.00,27.00
AFW,2011-02-01 16:48,-97.3179,32.9716,-8.00,320.00,21.00
LUD,2011-02-01 16:48,-97.5805,33.2542,-9.00,310.00,17.00
BYY,2011-02-01 16:48,-95.8634,28.9733,7.00,320.00,20.00
PEZ,2011-02-01 16:49,-98.5200,28.9542,5.10,340.00,13.00
PSN,2011-02-01 16:49,-95.7063,31.7797,-2.60,290.00,19.00
DYS,2011-02-01 16:50,-99.8550,32.4210,-10.00,350.00,23.00
EFD,2011-02-01 16:50,-95.1587,29.6073,5.00,300.00,15.00
GTU,2011-02-01 16:50,-97.6767,30.6808,-3.00,300.00,18.00
HQZ,2011-02-01 16:50,-96.5304,32.7470,-6.00,300.00,27.00
SJT,2011-02-01 16:51,-100.4950,31.3517,-6.10,320.00,20.00
BGD,2011-02-01 16:51,-101.3937,35.7009,-16.70,340.00,20.00
ACT,2011-02-01 16:51,-97.2283,31.6180,-4.40,320.00,20.00
BAZ,2011-02-01 16:51,-98.0450,29.7090,1.70,350.00,19.00
CRP,2011-02-01 16:51,-97.5128,27.7731,12.20,350.00,20.00
MWL,2011-02-01 16:51,-98.0602,32.7816,-8.00,320.00,20.00
GDP,2011-02-01 16:51,-104.8098,31.8331,-12.20,70.00,32.00
