station,valid,lon,lat,tmpc,drct,sknt
SNK,2011-02-02 08:07,-100.9505,32.6934,-12.00,10.00,18.00
JSO,2011-02-02 08:07,-95.2200,31.8700,-9.50,350.00,9.00
HHF,2011-02-02 08:07,-100.4040,35.8950,-15.20,350.00,15.00
UVA,2011-02-02 08:08,-99.7436,29.2113,-5.00,360.00,10.00
PYX,2011-02-02 08:08,-100.7500,36.4140,-17.10,330.00,21.00
BYY,2011-02-02 08:08,-95.8634,28.9733,-3.00,330.00,9.00
MNZ,2011-02-02 08:08,-98.1486,31.6659,-9.80,350.00,18.00
PSN,2011-02-02 08:09,-95.7063,31.7797,-7.70,330.00,10.00
PEZ,2011-02-02 08:09,-98.5200,28.9542,-4.00,340.00,8.00
ODO,2011-02-02 08:09,-102.3867,31.9206,-12.00,20.00,14.00
HQZ,2011-02-02 08:10,-96.5304,32.7470,-10.00,330.00,13.00
GPM,2011-02-02 08:10,-97.0469,32.6988,-9.00,350.00,14.00
FST,2011-02-02 08:12,-102.9167,30.9119,-10.00,20.00,9.00
OPM,2011-02-02 08:15,-96.9400,26.8328,5.00,330.00,15.00
GUL,2011-02-02 08:15,-93.5383,27.3039,9.00,0.00,null
MZG,2011-02-02 08:15,-96.1911,27.7269,2.00,350.00,26.00
EMK,2011-02-02 08:15,-94.3228,27.8186,6.00,360.00,25.00
T65,2011-02-02 08:15,-97.9731,26.1776,1.70,30.00,13.00
MRF,2011-02-02 08:15,-104.0200,30.3700,-13.00,20.00,20.00
HYI,2011-02-02 08:15,-97.8630,29.8927,-7.00,350.00,16.00
RAS,2011-02-02 08:15,-97.0900,27.8100,0.00,0.00,null
ILE,2011-02-02 08:15,-97.6865,31.0858,-10.00,340.00,10.00
BKS,2011-02-02 08:15,-98.1211,27.2067,0.00,350.00,8.00
OCH,2011-02-02 08:15,-94.7094,31.5778,-8.00,350.00,17.00
LZZ,2011-02-02 08:15,-98.1959,31.1062,-9.00,330.00,10.00
GTU,2011-02-02 08:15,-97.6767,30.6808,-9.00,340.00,15.00
CRH,2011-02-02 08:15,-93.3016,28.9086,2.00,10.00,22.00
EBG,2011-02-02 08:15,-98.1222,26.4417,1.90,30.00,13.00
TME,2011-02-02 08:15,-95.8979,29.8050,-6.00,310.00,10.00
PRX,2011-02-02 08:15,-95.4507,33.6366,-11.00,350.00,20.00
RBO,2011-02-02 08:15,-97.6905,27.7785,-0.80,350.00,15.00
HBV,2011-02-02 08:15,-98.7369,27.3496,-1.00,340.00,11.00
AXH,2011-02-02 08:15,-95.4769,29.5061,-4.20,340.00,12.00
BBF,2011-02-02 08:15,-96.0140,27.8330,2.00,350.00,26.00
EDC,2011-02-02 08:15,-97.5621,30.3925,-8.00,null,null
APY,2011-02-02 08:15,-99.2489,26.9688,0.60,350.00,9.00
BWD,2011-02-02 08:15,-98.9565,31.7936,-10.00,340.00,13.00
SPL,2011-02-02 08:15,-97.1572,26.0706,5.00,310.00,19.00
MIU,2011-02-02 08:15,-96.7367,27.2917,3.00,10.00,10.00
MCJ,2011-02-02 08:15,-95.3950,29.7140,-5.00,300.00,15.00
VAF,2011-02-02 08:15,-94.6253,27.3536,7.00,30.00,17.00
HQI,2011-02-02 08:15,-93.6708,27.9620,6.00,360.00,22.00
BQX,2011-02-02 08:15,-95.7244,28.4936,-1.00,330.00,19.00
VKY,2011-02-02 08:15,-88.4410,29.2480,10.00,10.00,26.00
JCT,2011-02-02 08:19,-99.7664,30.5108,-9.00,360.00,8.00
BMQ,2011-02-02 08:20,-98.2386,30.7389,-10.00,340.00,13.00
RFI,2011-02-02 08:20,-94.8517,32.1417,-9.20,0.00,null
GVT,2011-02-02 08:20,-96.0653,33.0678,-9.00,340.00,15.00
MKN,2011-02-02 08:20,-98.6000,31.9200,-10.00,350.00,15.00
BKD,2011-02-02 08:20,-98.8910,32.7190,-10.50,350.00,15.00
OZA,2011-02-02 08:22,-101.2030,30.7353,-9.20,10.00,16.00
5C1,2011-02-02 08:22,-98.6946,29.7239,-8.00,350.00,13.00
ARM,2011-02-02 08:23,-96.1544,29.2543,-4.00,320.00,14.00
6R3,2011-02-02 08:23,-95.0080,30.3564,-5.40,340.00,4.00
GGG,2011-02-02 08:23,-94.7115,32.3840,-9.00,330.00,11.00
COM,2011-02-02 08:23,-99.4036,31.8411,-11.00,360.00,15.00
GLE,2011-02-02 08:23,-97.1969,33.6514,-12.00,320.00,9.00
F05,2011-02-02 08:24,-99.2837,34.2257,-11.50,360.00,14.00
ODO,2011-02-02 08:24,-102.3867,31.9206,-12.00,30.00,17.00
ORG,2011-02-02 08:24,-93.8036,30.0692,-4.00,360.00,10.00
LBR,2011-02-02 08:24,-95.0636,33.5932,-9.50,310.00,9.00
ECU,2011-02-02 08:25,-100.1739,29.9469,-9.00,350.00,11.00
CWC,2011-02-02 08:25,-98.4904,33.8578,-11.50,340.00,6.00
FWS,2011-02-02 08:25,-97.3033,32.5730,-10.00,360.00,19.00
SOA,2011-02-02 08:25,-100.6486,30.5857,-9.00,null,null
AQO,2011-02-02 08:25,-98.6619,30.7836,-8.00,null,null
RPH,2011-02-02 08:25,-98.5550,33.1100,-12.60,320.00,12.00
GYI,2011-02-02 08:25,-96.6737,33.7141,-10.60,330.00,12.00
PVW,2011-02-02 08:25,-101.7173,34.1681,-16.00,10.00,16.00
ERV,2011-02-02 08:25,-99.0855,29.9767,-9.80,340.00,15.00
RWV,2011-02-02 08:25,-96.7041,30.5155,-8.00,null,null
DUX,2011-02-02 08:25,-102.0130,35.8580,-18.50,360.00,22.00
JDD,2011-02-02 08:25,-95.4965,32.7422,-8.00,0.00,null
DZB,2011-02-02 08:25,-98.3588,30.5271,-8.20,320.00,13.00
3T5,2011-02-02 08:25,-96.9500,29.9100,-6.10,350.00,15.00
GDJ,2011-02-02 08:25,-97.8169,32.4444,-9.70,310.00,11.00
GYB,2011-02-02 08:25,-96.9800,30.1700,-7.60,340.00,11.00
JAS,2011-02-02 08:25,-94.0349,30.8857,-4.60,360.00,6.00
LNC,2011-02-02 08:25,-96.7190,32.5792,-9.10,350.00,18.00
SLR,2011-02-02 08:25,-95.6200,33.1600,-8.50,350.00,19.00
GNC,2011-02-02 08:25,-102.6527,32.6753,-14.00,30.00,12.00
OSA,2011-02-02 08:25,-94.9614,33.0956,-9.30,310.00,12.00
BPC,2011-02-02 08:25,-101.0301,35.8893,-16.00,350.00,15.00
HRX,2011-02-02 08:25,-102.3264,34.8578,-17.20,10.00,18.00
SWW,2011-02-02 08:25,-100.4666,32.4674,-11.60,350.00,15.00
MDD,2011-02-02 08:25,-102.1010,32.0365,-11.10,10.00,11.00
CPT,2011-02-02 08:25,-97.4338,32.3537,-10.00,null,null
TFP,2011-02-02 08:25,-97.2115,27.9130,-1.70,350.00,16.00
ADS,2011-02-02 08:25,-96.8364,32.9686,-9.20,350.00,15.00
T82,2011-02-02 08:25,-98.9092,30.2432,-10.20,360.00,16.00
DKR,2011-02-02 08:25,-95.4038,31.3070,-7.00,350.00,8.00
GOP,2011-02-02 08:25,-97.7970,31.4213,-9.00,null,null
INJ,2011-02-02 08:25,-97.0972,32.0836,-9.50,330.00,16.00
LHB,2011-02-02 08:25,-96.6200,30.8700,-7.70,330.00,15.00
E38,2011-02-02 08:25,-103.6840,30.3840,-12.20,40.00,14.00
CVB,2011-02-02 08:25,-98.8509,29.3419,-5.70,350.00,14.00
JXI,2011-02-02 08:25,-94.9500,32.7000,-8.00,null,null
PPA,2011-02-02 08:25,-100.9963,35.6130,-18.00,360.00,21.00
BEA,2011-02-02 08:25,-97.7910,28.3619,-3.30,360.00,14.00
0F2,2011-02-02 08:25,-97.7756,33.6017,-12.50,320.00,7.00
BBD,2011-02-02 08:25,-99.3239,31.1793,-11.00,340.00,14.00
SNK,2011-02-02 08:26,-100.9505,32.6934,-12.50,360.00,16.00
BPG,2011-02-02 08:26,-101.5216,32.2126,-10.50,360.00,11.00
RYW,2011-02-02 08:26,-97.9659,30.4967,-8.00,340.00,9.00
PEQ,2011-02-02 08:26,-103.5100,31.3800,-9.00,10.00,13.00
XBP,2011-02-02 08:26,-97.8284,33.1753,-10.80,340.00,15.00
JSO,2011-02-02 08:27,-95.2200,31.8700,-9.60,350.00,7.00
11R,2011-02-02 08:27,-96.3742,30.2189,-7.00,330.00,11.00
HHF,2011-02-02 08:27,-100.4040,35.8950,-15.30,350.00,13.00
PYX,2011-02-02 08:28,-100.7500,36.4140,-17.20,330.00,19.00
UVA,2011-02-02 08:28,-99.7436,29.2113,-5.00,360.00,14.00
BYY,2011-02-02 08:28,-95.8634,28.9733,-3.00,330.00,7.00
MNZ,2011-02-02 08:28,-98.1486,31.6659,-9.90,350.00,19.00
PSN,2011-02-02 08:29,-95.7063,31.7797,-7.80,330.00,10.00
DFW,2011-02-02 08:29,-97.0380,32.8968,-10.00,350.00,21.00
GPM,2011-02-02 08:30,-97.0469,32.6988,-9.00,350.00,14.00
PEZ,2011-02-02 08:30,-98.5200,28.9542,-4.00,340.00,11.00
HQZ,2011-02-02 08:30,-96.5304,32.7470,-10.00,330.00,17.00
HYI,2011-02-02 08:35,-97.8630,29.8927,-7.00,350.00,15.00
MIU,2011-02-02 08:35,-96.7367,27.2917,3.00,10.00,8.00
VAF,2011-02-02 08:35,-94.6253,27.3536,7.00,10.00,22.00
APY,2011-02-02 08:35,-99.2489,26.9688,0.60,350.00,10.00
BBF,2011-02-02 08:35,-96.0140,27.8330,1.00,360.00,30.00
BWD,2011-02-02 08:35,-98.9565,31.7936,-11.00,350.00,14.00
AXH,2011-02-02 08:35,-95.4769,29.5061,-4.40,340.00,7.00
SPL,2011-02-02 08:35,-97.1572,26.0706,4.00,310.00,19.00
OCH,2011-02-02 08:35,-94.7094,31.5778,-8.00,360.00,10.00
MCJ,2011-02-02 08:35,-95.3950,29.7140,-5.00,280.00,9.00
PRX,2011-02-02 08:35,-95.4507,33.6366,-11.00,350.00,14.00
HQI,2011-02-02 08:35,-93.6708,27.9620,6.00,340.00,23.00
BKS,2011-02-02 08:35,-98.1211,27.2067,0.00,350.00,10.00
T65,2011-02-02 08:35,-97.9731,26.1776,1.60,20.00,15.00
EDC,2011-02-02 08:35,-97.5621,30.3925,-8.00,null,null
CRH,2011-02-02 08:35,-93.3016,28.9086,2.00,20.00,20.00
LZZ,2011-02-02 08:35,-98.1959,31.1062,-9.00,330.00,8.00
EBG,2011-02-02 08:35,-98.1222,26.4417,1.90,30.00,17.00
HBV,2011-02-02 08:35,-98.7369,27.3496,-1.00,350.00,12.00
ILE,2011-02-02 08:35,-97.6865,31.0858,-10.00,340.00,11.00
RAS,2011-02-02 08:35,-97.0900,27.8100,0.00,0.00,null
GTU,2011-02-02 08:35,-97.6767,30.6808,-9.00,340.00,17.00
MRF,2011-02-02 08:35,-104.0200,30.3700,-14.00,20.00,18.00
TME,2011-02-02 08:35,-95.8979,29.8050,-6.00,320.00,13.00
GUL,2011-02-02 08:35,-93.5383,27.3039,8.00,0.00,null
VKY,2011-02-02 08:35,-88.4410,29.2480,10.00,20.00,26.00
EMK,2011-02-02 08:35,-94.3228,27.8186,6.00,350.00,23.00
MZG,2011-02-02 08:35,-96.1911,27.7269,2.00,350.00,26.00
OPM,2011-02-02 08:35,-96.9400,26.8328,5.00,340.00,11.00
BQX,2011-02-02 08:35,-95.7244,28.4936,-2.00,340.00,23.00
RBO,2011-02-02 08:35,-97.6905,27.7785,-1.00,340.00,14.00
TPL,2011-02-02 08:35,-97.4078,31.1525,-9.00,340.00,13.00
FST,2011-02-02 08:38,-102.9167,30.9119,-11.00,30.00,11.00
CRS,2011-02-02 08:39,-96.4000,32.0300,-9.00,350.00,13.00
ELP,2011-02-02 08:39,-106.3758,31.8111,-11.00,70.00,11.00
RFI,2011-02-02 08:40,-94.8517,32.1417,-9.30,0.00,null
MKN,2011-02-02 08:40,-98.6000,31.9200,-10.00,340.00,12.00
GVT,2011-02-02 08:40,-96.0653,33.0678,-9.00,340.00,15.00
BKD,2011-02-02 08:40,-98.8910,32.7190,-10.40,350.00,13.00
OZA,2011-02-02 08:42,-101.2030,30.7353,-9.20,20.00,16.00
5C1,2011-02-02 08:42,-98.6946,29.7239,-8.00,360.00,14.00
GLE,2011-02-02 08:43,-97.1969,33.6514,-12.00,320.00,9.00
COM,2011-02-02 08:43,-99.4036,31.8411,-11.00,350.00,14.00
ARM,2011-02-02 08:43,-96.1544,29.2543,-4.20,340.00,13.00
6R3,2011-02-02 08:43,-95.0080,30.3564,-5.50,350.00,8.00
SKF,2011-02-02 08:44,-98.5811,29.3842,-6.00,350.00,16.00
LBR,2011-02-02 08:44,-95.0636,33.5932,-9.60,320.00,8.00
ORG,2011-02-02 08:44,-93.8036,30.0692,-4.00,350.00,3.00
F05,2011-02-02 08:44,-99.2837,34.2257,-11.50,350.00,12.00
TFP,2011-02-02 08:45,-97.2115,27.9130,-1.90,350.00,18.00
SWW,2011-02-02 08:45,-100.4666,32.4674,-11.90,350.00,13.00
0F2,2011-02-02 08:45,-97.7756,33.6017,-12.70,320.00,9.00
JXI,2011-02-02 08:45,-94.9500,32.7000,-8.00,null,null
3T5,2011-02-02 08:45,-96.9500,29.9100,-6.10,330.00,13.00
SOA,2011-02-02 08:45,-100.6486,30.5857,-9.00,null,null
T82,2011-02-02 08:45,-98.9092,30.2432,-10.10,350.00,12.00
GNC,2011-02-02 08:45,-102.6527,32.6753,-14.00,30.00,10.00
SLR,2011-02-02 08:45,-95.6200,33.1600,-8.60,350.00,20.00
MDD,2011-02-02 08:45,-102.1010,32.0365,-11.10,30.00,10.00
ADS,2011-02-02 08:45,-96.8364,32.9686,-9.20,350.00,15.00
RWV,2011-02-02 08:45,-96.7041,30.5155,-8.00,null,null
RPH,2011-02-02 08:45,-98.5550,33.1100,-12.60,330.00,17.00
AQO,2011-02-02 08:45,-98.6619,30.7836,-8.00,null,null
JAS,2011-02-02 08:45,-94.0349,30.8857,-4.70,350.00,9.00
CVB,2011-02-02 08:45,-98.8509,29.3419,-5.60,360.00,14.00
INJ,2011-02-02 08:45,-97.0972,32.0836,-9.50,330.00,15.00
PVW,2011-02-02 08:45,-101.7173,34.1681,-16.20,20.00,17.00
GDJ,2011-02-02 08:45,-97.8169,32.4444,-9.60,320.00,13.00
JDD,2011-02-02 08:45,-95.4965,32.7422,-8.00,0.00,null
PPA,2011-02-02 08:45,-100.9963,35.6130,-18.00,360.00,17.00
GYB,2011-02-02 08:45,-96.9800,30.1700,-7.60,350.00,14.00
BBD,2011-02-02 08:45,-99.3239,31.1793,-12.00,340.00,14.00
DKR,2011-02-02 08:45,-95.4038,31.3070,-7.00,350.00,4.00
ERV,2011-02-02 08:45,-99.0855,29.9767,-9.40,350.00,17.00
E38,2011-02-02 08:45,-103.6840,30.3840,-12.20,40.00,12.00
CPT,2011-02-02 08:45,-97.4338,32.3537,-10.00,null,null
BEA,2011-02-02 08:45,-97.7910,28.3619,-3.50,350.00,15.00
DUX,2011-02-02 08:45,-102.0130,35.8580,-18.70,350.00,22.00
BRO,2011-02-02 08:45,-97.4231,25.9146,3.00,350.00,16.00
ECU,2011-02-02 08:45,-100.1739,29.9469,-9.00,350.00,13.00
LNC,2011-02-02 08:45,-96.7190,32.5792,-9.00,350.00,18.00
BPC,2011-02-02 08:45,-101.0301,35.8893,-16.00,350.00,14.00
LHB,2011-02-02 08:45,-96.6200,30.8700,-7.80,320.00,11.00
FWS,2011-02-02 08:45,-97.3033,32.5730,-10.00,350.00,19.00
HRX,2011-02-02 08:45,-102.3264,34.8578,-17.60,10.00,19.00
GYI,2011-02-02 08:45,-96.6737,33.7141,-10.70,330.00,10.00
PEQ,2011-02-02 08:45,-103.5100,31.3800,-9.00,360.00,11.00
OSA,2011-02-02 08:45,-94.9614,33.0956,-9.40,310.00,9.00
CWC,2011-02-02 08:45,-98.4904,33.8578,-11.60,320.00,6.00
GOP,2011-02-02 08:45,-97.7970,31.4213,-9.00,null,null
DZB,2011-02-02 08:45,-98.3588,30.5271,-8.30,330.00,11.00
SNK,2011-02-02 08:46,-100.9505,32.6934,-12.60,10.00,16.00
XBP,2011-02-02 08:46,-97.8284,33.1753,-10.80,340.00,16.00
11R,2011-02-02 08:46,-96.3742,30.2189,-7.00,340.00,15.00
RYW,2011-02-02 08:46,-97.9659,30.4967,-8.00,340.00,8.00
BPG,2011-02-02 08:46,-101.5216,32.2126,-10.50,350.00,11.00
HHF,2011-02-02 08:47,-100.4040,35.8950,-15.50,340.00,15.00
JSO,2011-02-02 08:47,-95.2200,31.8700,-9.60,350.00,10.00
PYX,2011-02-02 08:48,-100.7500,36.4140,-17.30,330.00,22.00
MNZ,2011-02-02 08:48,-98.1486,31.6659,-10.00,340.00,16.00
UVA,2011-02-02 08:48,-99.7436,29.2113,-5.00,10.00,13.00
BYY,2011-02-02 08:48,-95.8634,28.9733,-4.00,320.00,10.00
ACT,2011-02-02 08:48,-97.2283,31.6180,-8.00,340.00,12.00
HLR,2011-02-02 08:48,-97.7145,31.1387,-7.80,320.00,13.00
PSN,2011-02-02 08:49,-95.7063,31.7797,-7.70,330.00,12.00
GPM,2011-02-02 08:50,-97.0469,32.6988,-9.00,340.00,12.00
EFD,2011-02-02 08:50,-95.1587,29.6073,-4.00,340.00,9.00
HQZ,2011-02-02 08:50,-96.5304,32.7470,-9.00,330.00,17.00
PEZ,2011-02-02 08:50,-98.5200,28.9542,-4.00,340.00,10.00
HDO,2011-02-02 08:51,-99.1742,29.3594,-5.60,10.00,17.00
JCT,2011-02-02 08:51,-99.7664,30.5108,-9.40,360.00,12.00
SJT,2011-02-02 08:51,-100.4950,31.3517,-9.40,10.00,12.00
BGD,2011-02-02 08:51,-101.3937,35.7009,-17.20,360.00,16.00
ATT,2011-02-02 08:51,-97.7601,30.3208,-7.80,340.00,8.00
CRP,2011-02-02 08:51,-97.5128,27.7731,-2.20,360.00,19.00
ELP,2011-02-02 08:51,-106.3758,31.8111,-10.60,60.00,9.00
ACT,2011-02-02 08:51,-97.2283,31.6180,-8.30,340.00,14.00
BAZ,2011-02-02 08:51,-98.0450,29.7090,-7.20,350.00,20.00
HRL,2011-02-02 08:52,-97.6544,26.2285,1.10,350.00,19.00
NFW,2011-02-02 08:52,-97.4365,32.7810,-9.40,340.00,21.00
SPS,2011-02-02 08:52,-98.4928,33.9786,-12.80,320.00,9.00
GLS,2011-02-02 08:52,-94.8604,29.2653,-2.20,330.00,13.00
COT,2011-02-02 08:53,-99.2183,28.4567,-2.80,10.00,12.00
AUS,2011-02-02 08:53,-97.6699,30.1945,-7.80,340.00,18.00
AFW,2011-02-02 08:53,-97.3179,32.9716,-10.60,340.00,17.00
LFK,2011-02-02 08:53,-94.7500,31.2340,-7.80,330.00,7.00
HOU,2011-02-02 08:53,-95.2824,29.6375,-3.30,340.00,13.00
ALI,2011-02-02 08:53,-98.0269,27.7409,-2.20,360.00,11.00
MWL,2011-02-02 08:53,-98.0602,32.7816,-11.10,340.00,13.00
BMQ,2011-02-02 08:53,-98.2386,30.7389,-10.60,340.00,13.00
LBB,2011-02-02 08:53,-101.8228,33.6636,-15.60,20.00,13.00
MAF,2011-02-02 08:53,-102.2075,31.9466,-12.20,20.00,13.00
RBD,2011-02-02 08:53,-96.8700,32.6800,-9.40,340.00,15.00
SAT,2011-02-02 08:53,-98.4698,29.5337,-6.70,350.00,17.00
6R6,2011-02-02 08:53,-102.2129,30.0460,-6.10,10.00,12.00
BPT,2011-02-02 08:53,-94.0200,29.9500,-4.40,330.00,6.00
ODO,2011-02-02 08:53,-102.3867,31.9206,-12.80,20.00,11.00
MFE,2011-02-02 08:53,-98.2386,26.1758,2.20,360.00,19.00
TRL,2011-02-02 08:53,-96.2700,32.7100,-9.40,350.00,14.00
BRO,2011-02-02 08:53,-97.4231,25.9146,2.80,360.00,14.00
CDS,2011-02-02 08:53,-100.2881,34.4339,-13.30,360.00,16.00
LVJ,2011-02-02 08:53,-95.2400,29.5200,-3.90,340.00,7.00
SGR,2011-02-02 08:53,-95.6565,29.6223,-5.60,320.00,10.00
DAL,2011-02-02 08:53,-96.8518,32.8471,-9.40,350.00,16.00
CLL,2011-02-02 08:53,-96.3639,30.5881,-7.20,330.00,12.00
AMA,2011-02-02 08:53,-101.7059,35.2194,-18.90,350.00,17.00
CRS,2011-02-02 08:53,-96.4000,32.0300,-8.90,350.00,16.00
LBX,2011-02-02 08:53,-95.4621,29.1086,-3.90,320.00,8.00
TYR,2011-02-02 08:53,-95.4024,32.3541,-8.90,350.00,10.00
CXO,2011-02-02 08:53,-95.4145,30.3524,-6.70,340.00,10.00
DFW,2011-02-02 08:53,-97.0380,32.8968,-10.00,340.00,21.00
TKI,2011-02-02 08:53,-96.5900,33.1800,-10.60,350.00,16.00
GKY,2011-02-02 08:53,-97.0943,32.6639,-10.00,340.00,15.00
DHT,2011-02-02 08:53,-102.5473,36.0226,-18.90,360.00,17.00
FTW,2011-02-02 08:53,-97.3624,32.8198,-10.60,340.00,15.00
DRT,2011-02-02 08:53,-100.9272,29.3742,-5.00,360.00,9.00
DTO,2011-02-02 08:53,-97.1989,33.2061,-11.10,340.00,15.00
GGG,2011-02-02 08:53,-94.7115,32.3840,-8.90,340.00,9.00
RKP,2011-02-02 08:53,-97.0464,28.0836,-2.20,340.00,14.00
UTS,2011-02-02 08:53,-95.5872,30.7469,-8.30,340.00,10.00
PIL,2011-02-02 08:53,-97.3378,26.1597,1.70,330.00,20.00
PSX,2011-02-02 08:53,-96.2500,28.7300,-3.90,350.00,17.00
DWH,2011-02-02 08:53,-95.5562,30.0680,-6.10,340.00,8.00
INK,2011-02-02 08:53,-103.2000,31.7800,-11.70,20.00,12.00
SSF,2011-02-02 08:53,-98.4711,29.3370,-5.00,350.00,13.00
FST,2011-02-02 08:53,-102.9167,30.9119,-10.60,20.00,12.00
IAH,2011-02-02 08:53,-95.3414,29.9844,-5.00,340.00,9.00
HBV,2011-02-02 08:55,-98.7369,27.3496,-2.00,340.00,13.00
TPL,2011-02-02 08:55,-97.4078,31.1525,-9.00,340.00,15.00
TME,2011-02-02 08:55,-95.8979,29.8050,-6.00,320.00,12.00
SKF,2011-02-02 08:55,-98.5811,29.3842,-5.90,10.00,16.00
RND,2011-02-02 08:55,-98.2800,29.5300,-7.00,340.00,19.00
GRK,2011-02-02 08:55,-97.8300,31.0700,-9.00,300.00,16.00
EDC,2011-02-02 08:55,-97.5621,30.3925,-8.00,null,null
BWD,2011-02-02 08:55,-98.9565,31.7936,-11.00,340.00,13.00
T65,2011-02-02 08:55,-97.9731,26.1776,1.40,20.00,15.00
SPL,2011-02-02 08:55,-97.1572,26.0706,4.00,320.00,17.00
BBF,2011-02-02 08:55,-96.0140,27.8330,1.00,350.00,25.00
MIU,2011-02-02 08:55,-96.7367,27.2917,2.00,360.00,14.00
RBO,2011-02-02 08:55,-97.6905,27.7785,-1.20,340.00,16.00
LZZ,2011-02-02 08:55,-98.1959,31.1062,-9.00,330.00,7.00
MZG,2011-02-02 08:55,-96.1911,27.7269,1.00,360.00,27.00
AXH,2011-02-02 08:55,-95.4769,29.5061,-4.60,310.00,7.00
DLF,2011-02-02 08:55,-100.7780,29.3595,-5.10,340.00,19.00
HQI,2011-02-02 08:55,-93.6708,27.9620,6.00,350.00,21.00
DYS,2011-02-02 08:55,-99.8550,32.4210,-11.90,360.00,15.00
ILE,2011-02-02 08:55,-97.6865,31.0858,-10.00,330.00,11.00
EBG,2011-02-02 08:55,-98.1222,26.4417,1.60,20.00,16.00
EMK,2011-02-02 08:55,-94.3228,27.8186,6.00,350.00,23.00
APY,2011-02-02 08:55,-99.2489,26.9688,0.50,350.00,12.00
VAF,2011-02-02 08:55,-94.6253,27.3536,7.00,30.00,17.00
BQX,2011-02-02 08:55,-95.7244,28.4936,-2.00,350.00,24.00
GUL,2011-02-02 08:55,-93.5383,27.3039,8.00,0.00,null
OPM,2011-02-02 08:55,-96.9400,26.8328,5.00,330.00,14.00
OCH,2011-02-02 08:55,-94.7094,31.5778,-8.00,340.00,7.00
GTU,2011-02-02 08:55,-97.6767,30.6808,-9.00,340.00,18.00
MRF,2011-02-02 08:55,-104.0200,30.3700,-14.00,30.00,16.00
VKY,2011-02-02 08:55,-88.4410,29.2480,9.00,20.00,26.00
RAS,2011-02-02 08:55,-97.0900,27.8100,-1.00,0.00,null
PRX,2011-02-02 08:55,-95.4507,33.6366,-11.00,340.00,18.00
BKS,2011-02-02 08:55,-98.1211,27.2067,0.00,350.00,7.00
HYI,2011-02-02 08:55,-97.8630,29.8927,-7.00,360.00,18.00
CRH,2011-02-02 08:55,-93.3016,28.9086,2.00,10.00,19.00
MCJ,2011-02-02 08:55,-95.3950,29.7140,-5.00,290.00,12.00
LRD,2011-02-02 08:56,-99.4615,27.5438,0.50,10.00,11.00
HLR,2011-02-02 08:56,-97.7145,31.1387,-8.30,320.00,13.00
NGP,2011-02-02 08:56,-97.2911,27.6926,-1.10,350.00,17.00
NQI,2011-02-02 08:56,-97.8097,27.5072,-1.70,340.00,16.00
GVT,2011-02-02 09:00,-96.0653,33.0678,-9.00,350.00,18.00
RFI,2011-02-02 09:00,-94.8517,32.1417,-9.30,0.00,null
BKD,2011-02-02 09:00,-98.8910,32.7190,-10.50,350.00,19.00
MKN,2011-02-02 09:00,-98.6000,31.9200,-11.00,340.00,11.00
OZA,2011-02-02 09:02,-101.2030,30.7353,-9.30,360.00,15.00
FST,2011-02-02 09:02,-102.9167,30.9119,-11.00,20.00,10.00
5C1,2011-02-02 09:02,-98.6946,29.7239,-8.00,360.00,14.00
COM,2011-02-02 09:03,-99.4036,31.8411,-11.10,360.00,12.00
6R3,2011-02-02 09:03,-95.0080,30.3564,-5.50,300.00,7.00
ARM,2011-02-02 09:03,-96.1544,29.2543,-4.20,340.00,13.00
ODO,2011-02-02 09:03,-102.3867,31.9206,-13.00,10.00,12.00
ORG,2011-02-02 09:04,-93.8036,30.0692,-4.00,null,null
F05,2011-02-02 09:04,-99.2837,34.2257,-11.80,360.00,12.00
LBR,2011-02-02 09:04,-95.0636,33.5932,-9.70,320.00,8.00
BEA,2011-02-02 09:05,-97.7910,28.3619,-3.70,350.00,14.00
JDD,2011-02-02 09:05,-95.4965,32.7422,-8.00,0.00,null
11R,2011-02-02 09:05,-96.3742,30.2189,-7.00,340.00,13.00
PEQ,2011-02-02 09:05,-103.5100,31.3800,-9.00,20.00,12.00
ECU,2011-02-02 09:05,-100.1739,29.9469,-9.00,350.00,11.00
BPC,2011-02-02 09:05,-101.0301,35.8893,-17.00,350.00,16.00
GNC,2011-02-02 09:05,-102.6527,32.6753,-14.10,10.00,12.00
PPA,2011-02-02 09:05,-100.9963,35.6130,-18.00,360.00,19.00
GDJ,2011-02-02 09:05,-97.8169,32.4444,-9.70,320.00,14.00
CPT,2011-02-02 09:05,-97.4338,32.3537,-10.00,null,null
INJ,2011-02-02 09:05,-97.0972,32.0836,-9.50,330.00,14.00
E38,2011-02-02 09:05,-103.6840,30.3840,-12.20,40.00,10.00
DZB,2011-02-02 09:05,-98.3588,30.5271,-8.50,330.00,13.00
GYB,2011-02-02 09:05,-96.9800,30.1700,-7.70,350.00,13.00
SLR,2011-02-02 09:05,-95.6200,33.1600,-8.60,360.00,18.00
PVW,2011-02-02 09:05,-101.7173,34.1681,-16.20,10.00,18.00
CWC,2011-02-02 09:05,-98.4904,33.8578,-12.10,320.00,5.00
0F2,2011-02-02 09:05,-97.7756,33.6017,-12.60,320.00,9.00
FWS,2011-02-02 09:05,-97.3033,32.5730,-10.10,350.00,15.00
GOP,2011-02-02 09:05,-97.7970,31.4213,-9.00,null,null
T82,2011-02-02 09:05,-98.9092,30.2432,-10.10,350.00,15.00
HRX,2011-02-02 09:05,-102.3264,34.8578,-18.00,10.00,18.00
