station,valid,lon,lat,tmpc
JCT,2017-12-07 04:05,-99.7664,30.5108,null
LBB,2017-12-07 04:05,-101.8228,33.6636,null
LBX,2017-12-07 04:05,-95.4621,29.1086,null
LFK,2017-12-07 04:05,-94.7500,31.2340,null
LRD,2017-12-07 04:05,-99.4615,27.5438,null
LVJ,2017-12-07 04:05,-95.2400,29.5200,null
MAF,2017-12-07 04:05,-102.2075,31.9466,null
MFE,2017-12-07 04:05,-98.2386,26.1758,null
MRF,2017-12-07 04:05,-104.0200,30.3700,null
MWL,2017-12-07 04:05,-98.0602,32.7816,null
OCH,2017-12-07 04:05,-94.7094,31.5778,null
ODO,2017-12-07 04:05,-102.3867,31.9206,null
PIL,2017-12-07 04:05,-97.3378,26.1597,null
PRX,2017-12-07 04:05,-95.4507,33.6366,null
PSX,2017-12-07 04:05,-96.2500,28.7300,null
PWG,2017-12-07 04:05,-97.3165,31.4849,null
RBD,2017-12-07 04:05,-96.8700,32.6800,null
RKP,2017-12-07 04:05,-97.0464,28.0836,7.22
SAT,2017-12-07 04:05,-98.4698,29.5337,null
SGR,2017-12-07 04:05,-95.6565,29.6223,null
SJT,2017-12-07 04:05,-100.4950,31.3517,null
SPS,2017-12-07 04:05,-98.4928,33.9786,null
SSF,2017-12-07 04:05,-98.4711,29.3370,null
TKI,2017-12-07 04:05,-96.5900,33.1800,null
TRL,2017-12-07 04:05,-96.2700,32.7100,null
TYR,2017-12-07 04:05,-95.4024,32.3541,null
UTS,2017-12-07 04:05,-95.5872,30.7469,null
VCT,2017-12-07 04:05,-96.9303,28.8614,null
COT,2017-12-07 04:06,-99.2183,28.4567,5.61
VCT,2017-12-07 04:06,-96.9303,28.8614,6.11
NQI,2017-12-07 04:07,-97.8097,27.5072,6.72
BIF,2017-12-07 04:08,-106.3800,31.8495,3.00
ABI,2017-12-07 04:10,-99.6821,32.4106,null
ACT,2017-12-07 04:10,-97.2283,31.6180,null
AFW,2017-12-07 04:10,-97.3179,32.9716,null
ALI,2017-12-07 04:10,-98.0269,27.7409,null
AMA,2017-12-07 04:10,-101.7059,35.2194,null
AUS,2017-12-07 04:10,-97.6699,30.1945,null
BAZ,2017-12-07 04:10,-98.0450,29.7090,null
BGD,2017-12-07 04:10,-101.3937,35.7009,null
BMQ,2017-12-07 04:10,-98.2386,30.7389,null
BPT,2017-12-07 04:10,-94.0200,29.9500,null
BRO,2017-12-07 04:10,-97.4231,25.9146,null
CDS,2017-12-07 04:10,-100.2881,34.4339,null
CLL,2017-12-07 04:10,-96.3639,30.5881,null
COT,2017-12-07 04:10,-99.2183,28.4567,null
CRS,2017-12-07 04:10,-96.4000,32.0300,null
CXO,2017-12-07 04:10,-95.4145,30.3524,null
DAL,2017-12-07 04:10,-96.8518,32.8471,null
DFW,2017-12-07 04:10,-97.0380,32.8968,null
DHT,2017-12-07 04:10,-102.5473,36.0226,null
DKR,2017-12-07 04:10,-95.4038,31.3070,5.00
DRT,2017-12-07 04:10,-100.9272,29.3742,null
DTO,2017-12-07 04:10,-97.1989,33.2061,null
DWH,2017-12-07 04:10,-95.5562,30.0680,null
ELP,2017-12-07 04:10,-106.3758,31.8111,null
FST,2017-12-07 04:10,-102.9167,30.9119,null
FTW,2017-12-07 04:10,-97.3624,32.8198,null
GGG,2017-12-07 04:10,-94.7115,32.3840,null
GKY,2017-12-07 04:10,-97.0943,32.6639,null
GLS,2017-12-07 04:10,-94.8604,29.2653,null
GTU,2017-12-07 04:10,-97.6767,30.6808,null
GVT,2017-12-07 04:10,-96.0653,33.0678,8.00
HDO,2017-12-07 04:10,-99.1742,29.3594,null
HOU,2017-12-07 04:10,-95.2824,29.6375,null
HRL,2017-12-07 04:10,-97.6544,26.2285,null
HYI,2017-12-07 04:10,-97.8630,29.8927,null
IAH,2017-12-07 04:10,-95.3414,29.9844,null
ILE,2017-12-07 04:10,-97.6865,31.0858,null
INK,2017-12-07 04:10,-103.2000,31.7800,null
JCT,2017-12-07 04:10,-99.7664,30.5108,null
LBB,2017-12-07 04:10,-101.8228,33.6636,null
LBX,2017-12-07 04:10,-95.4621,29.1086,null
LFK,2017-12-07 04:10,-94.7500,31.2340,null
LRD,2017-12-07 04:10,-99.4615,27.5438,null
LVJ,2017-12-07 04:10,-95.2400,29.5200,null
MAF,2017-12-07 04:10,-102.2075,31.9466,null
MFE,2017-12-07 04:10,-98.2386,26.1758,null
MRF,2017-12-07 04:10,-104.0200,30.3700,null
MWL,2017-12-07 04:10,-98.0602,32.7816,null
OCH,2017-12-07 04:10,-94.7094,31.5778,null
ODO,2017-12-07 04:10,-102.3867,31.9206,null
PIL,2017-12-07 04:10,-97.3378,26.1597,null
PRX,2017-12-07 04:10,-95.4507,33.6366,null
PSX,2017-12-07 04:10,-96.2500,28.7300,null
PWG,2017-12-07 04:10,-97.3165,31.4849,null
RBD,2017-12-07 04:10,-96.8700,32.6800,null
RKP,2017-12-07 04:10,-97.0464,28.0836,null
SAT,2017-12-07 04:10,-98.4698,29.5337,null
SGR,2017-12-07 04:10,-95.6565,29.6223,null
SJT,2017-12-07 04:10,-100.4950,31.3517,null
SPS,2017-12-07 04:10,-98.4928,33.9786,null
SSF,2017-12-07 04:10,-98.4711,29.3370,null
TKI,2017-12-07 04:10,-96.5900,33.1800,null
TPL,2017-12-07 04:10,-97.4078,31.1525,null
TRL,2017-12-07 04:10,-96.2700,32.7100,null
TYR,2017-12-07 04:10,-95.4024,32.3541,null
UTS,2017-12-07 04:10,-95.5872,30.7469,null
VCT,2017-12-07 04:10,-96.9303,28.8614,null
MRF,2017-12-07 04:14,-104.0200,30.3700,0.00
11R,2017-12-07 04:15,-96.3742,30.2189,5.39
3T5,2017-12-07 04:15,-96.9500,29.9100,5.00
5C1,2017-12-07 04:15,-98.6946,29.7239,2.00
5T9,2017-12-07 04:15,-100.5135,28.8571,6.00
66R,2017-12-07 04:15,-96.5158,29.6411,null
6P9,2017-12-07 04:15,-98.5948,32.4317,7.39
6R3,2017-12-07 04:15,-95.0080,30.3564,5.50
ABI,2017-12-07 04:15,-99.6821,32.4106,null
ACT,2017-12-07 04:15,-97.2283,31.6180,null
ADS,2017-12-07 04:15,-96.8364,32.9686,9.22
AFW,2017-12-07 04:15,-97.3179,32.9716,null
ALI,2017-12-07 04:15,-98.0269,27.7409,null
AMA,2017-12-07 04:15,-101.7059,35.2194,null
APY,2017-12-07 04:15,-99.2489,26.9688,6.50
AQO,2017-12-07 04:15,-98.6619,30.7836,5.00
ARM,2017-12-07 04:15,-96.1544,29.2543,5.22
ASL,2017-12-07 04:15,-94.3078,32.5205,5.78
AUS,2017-12-07 04:15,-97.6699,30.1945,null
AXH,2017-12-07 04:15,-95.4769,29.5061,5.11
BAZ,2017-12-07 04:15,-98.0450,29.7090,null
BBF,2017-12-07 04:15,-96.0140,27.8330,12.00
BEA,2017-12-07 04:15,-97.7910,28.3619,null
BGD,2017-12-07 04:15,-101.3937,35.7009,null
BKD,2017-12-07 04:15,-98.8910,32.7190,8.00
BMQ,2017-12-07 04:15,-98.2386,30.7389,null
BMT,2017-12-07 04:15,-94.2151,30.0702,6.00
BPC,2017-12-07 04:15,-101.0301,35.8893,-5.00
BPG,2017-12-07 04:15,-101.5216,32.2126,3.00
BPT,2017-12-07 04:15,-94.0200,29.9500,null
BQX,2017-12-07 04:15,-95.7244,28.4936,11.00
BRO,2017-12-07 04:15,-97.4231,25.9146,null
BWD,2017-12-07 04:15,-98.9565,31.7936,6.00
BYY,2017-12-07 04:15,-95.8634,28.9733,6.28
CDS,2017-12-07 04:15,-100.2881,34.4339,null
CLL,2017-12-07 04:15,-96.3639,30.5881,null
COM,2017-12-07 04:15,-99.4036,31.8411,5.22
COT,2017-12-07 04:15,-99.2183,28.4567,null
CPT,2017-12-07 04:15,-97.4338,32.3537,8.00
CRS,2017-12-07 04:15,-96.4000,32.0300,null
CVB,2017-12-07 04:15,-98.8509,29.3419,4.72
CWC,2017-12-07 04:15,-98.4904,33.8578,6.00
CXO,2017-12-07 04:15,-95.4145,30.3524,null
DAL,2017-12-07 04:15,-96.8518,32.8471,null
DFW,2017-12-07 04:15,-97.0380,32.8968,null
DHT,2017-12-07 04:15,-102.5473,36.0226,null
DRT,2017-12-07 04:15,-100.9272,29.3742,null
DTO,2017-12-07 04:15,-97.1989,33.2061,null
DUX,2017-12-07 04:15,-102.0130,35.8580,-4.72
DWH,2017-12-07 04:15,-95.5562,30.0680,null
DZB,2017-12-07 04:15,-98.3588,30.5271,4.28
E11,2017-12-07 04:15,-102.5295,32.3311,0.11
E38,2017-12-07 04:15,-103.6840,30.3840,-0.61
EBG,2017-12-07 04:15,-98.1222,26.4417,8.61
EDC,2017-12-07 04:15,-97.5621,30.3925,4.00
ELP,2017-12-07 04:15,-106.3758,31.8111,null
EMK,2017-12-07 04:15,-94.3228,27.8186,16.00
ERV,2017-12-07 04:15,-99.0855,29.9767,3.00
ETN,2017-12-07 04:15,-98.8098,32.4135,6.89
F00,2017-12-07 04:15,-96.1793,33.6131,6.00
F05,2017-12-07 04:15,-99.2837,34.2257,3.22
F17,2017-12-07 04:15,-94.1564,31.8316,6.00
F44,2017-12-07 04:15,-95.8284,32.1638,4.00
F46,2017-12-07 04:15,-96.4355,32.9306,9.22
FST,2017-12-07 04:15,-102.9167,30.9119,null
FTN,2017-12-07 04:15,-100.0188,28.2086,6.00
FTW,2017-12-07 04:15,-97.3624,32.8198,null
FWS,2017-12-07 04:15,-97.3033,32.5730,10.00
GDJ,2017-12-07 04:15,-97.8169,32.4444,9.22
GGG,2017-12-07 04:15,-94.7115,32.3840,null
GKY,2017-12-07 04:15,-97.0943,32.6639,null
GLE,2017-12-07 04:15,-97.1969,33.6514,4.50
GLS,2017-12-07 04:15,-94.8604,29.2653,null
GNC,2017-12-07 04:15,-102.6527,32.6753,0.50
GOP,2017-12-07 04:15,-97.7970,31.4213,6.00
GPM,2017-12-07 04:15,-97.0469,32.6988,10.50
GTU,2017-12-07 04:15,-97.6767,30.6808,null
GUL,2017-12-07 04:15,-93.5383,27.3039,17.00
GYB,2017-12-07 04:15,-96.9800,30.1700,3.78
GYI,2017-12-07 04:15,-96.6737,33.7141,6.39
HBV,2017-12-07 04:15,-98.7369,27.3496,5.22
HDO,2017-12-07 04:15,-99.1742,29.3594,null
HHF,2017-12-07 04:15,-100.4040,35.8950,-5.22
HHV,2017-12-07 04:15,-94.6886,26.9392,18.00
HOU,2017-12-07 04:15,-95.2824,29.6375,null
HQI,2017-12-07 04:15,-93.6708,27.9620,15.00
HQZ,2017-12-07 04:15,-96.5304,32.7470,9.28
HRL,2017-12-07 04:15,-97.6544,26.2285,null
HRX,2017-12-07 04:15,-102.3264,34.8578,-5.28
HYI,2017-12-07 04:15,-97.8630,29.8927,null
IAH,2017-12-07 04:15,-95.3414,29.9844,null
IKG,2017-12-07 04:15,-98.0309,27.5509,7.00
ILE,2017-12-07 04:15,-97.6865,31.0858,null
INJ,2017-12-07 04:15,-97.0972,32.0836,6.50
INK,2017-12-07 04:15,-103.2000,31.7800,null
JAS,2017-12-07 04:15,-94.0349,30.8857,6.61
JCT,2017-12-07 04:15,-99.7664,30.5108,null
JDD,2017-12-07 04:15,-95.4965,32.7422,8.00
JSO,2017-12-07 04:15,-95.2200,31.8700,5.78
JWY,2017-12-07 04:15,-96.9125,32.4561,8.00
JXI,2017-12-07 04:15,-94.9500,32.7000,6.72
LBB,2017-12-07 04:15,-101.8228,33.6636,null
LBX,2017-12-07 04:15,-95.4621,29.1086,null
LFK,2017-12-07 04:15,-94.7500,31.2340,null
LHB,2017-12-07 04:15,-96.6200,30.8700,4.11
LNC,2017-12-07 04:15,-96.7190,32.5792,7.72
LRD,2017-12-07 04:15,-99.4615,27.5438,null
LUD,2017-12-07 04:15,-97.5805,33.2542,7.78
LVJ,2017-12-07 04:15,-95.2400,29.5200,null
LXY,2017-12-07 04:15,-96.5145,31.6412,4.50
LZZ,2017-12-07 04:15,-98.1959,31.1062,5.22
MAF,2017-12-07 04:15,-102.2075,31.9466,null
MCJ,2017-12-07 04:15,-95.3950,29.7140,5.00
MDD,2017-12-07 04:15,-102.1010,32.0365,3.28
MFE,2017-12-07 04:15,-98.2386,26.1758,null
MKN,2017-12-07 04:15,-98.6000,31.9200,8.50
MNZ,2017-12-07 04:15,-98.1486,31.6659,9.61
MRF,2017-12-07 04:15,-104.0200,30.3700,null
MWL,2017-12-07 04:15,-98.0602,32.7816,null
MZG,2017-12-07 04:15,-96.1911,27.7269,12.00
OCH,2017-12-07 04:15,-94.7094,31.5778,null
ODO,2017-12-07 04:15,-102.3867,31.9206,null
ORG,2017-12-07 04:15,-93.8036,30.0692,5.28
OSA,2017-12-07 04:15,-94.9614,33.0956,7.61
OZA,2017-12-07 04:15,-101.2030,30.7353,2.00
PEQ,2017-12-07 04:15,-103.5100,31.3800,2.00
PEZ,2017-12-07 04:15,-98.5200,28.9542,5.28
PIL,2017-12-07 04:15,-97.3378,26.1597,null
PKV,2017-12-07 04:15,-96.6810,28.6540,6.50
PPA,2017-12-07 04:15,-100.9963,35.6130,-1.22
PRS,2017-12-07 04:15,-104.3615,29.6342,5.78
PRX,2017-12-07 04:15,-95.4507,33.6366,null
PSN,2017-12-07 04:15,-95.7063,31.7797,5.28
PSX,2017-12-07 04:15,-96.2500,28.7300,null
PVW,2017-12-07 04:15,-101.7173,34.1681,0.50
PWG,2017-12-07 04:15,-97.3165,31.4849,null
PYX,2017-12-07 04:15,-100.7500,36.4140,-1.11
RBD,2017-12-07 04:15,-96.8700,32.6800,null
RBO,2017-12-07 04:15,-97.6905,27.7785,6.39
RFI,2017-12-07 04:15,-94.8517,32.1417,5.89
RKP,2017-12-07 04:15,-97.0464,28.0836,null
RPH,2017-12-07 04:15,-98.5550,33.1100,7.50
RYW,2017-12-07 04:15,-97.9659,30.4967,4.11
SAT,2017-12-07 04:15,-98.4698,29.5337,null
SEP,2017-12-07 04:15,-98.1777,32.2153,9.00
SGR,2017-12-07 04:15,-95.6565,29.6223,null
SJT,2017-12-07 04:15,-100.4950,31.3517,null
SNK,2017-12-07 04:15,-100.9505,32.6934,3.00
SOA,2017-12-07 04:15,-100.6486,30.5857,3.00
SPS,2017-12-07 04:15,-98.4928,33.9786,null
SSF,2017-12-07 04:15,-98.4711,29.3370,null
SWW,2017-12-07 04:15,-100.4666,32.4674,4.11
T20,2017-12-07 04:15,-97.4614,29.5280,4.78
T35,2017-12-07 04:15,-96.9711,30.8794,4.50
T65,2017-12-07 04:15,-97.9731,26.1776,7.50
T82,2017-12-07 04:15,-98.9092,30.2432,2.78
TKI,2017-12-07 04:15,-96.5900,33.1800,null
TME,2017-12-07 04:15,-95.8979,29.8050,5.00
TPL,2017-12-07 04:15,-97.4078,31.1525,null
TRL,2017-12-07 04:15,-96.2700,32.7100,null
TYR,2017-12-07 04:15,-95.4024,32.3541,null
UTS,2017-12-07 04:15,-95.5872,30.7469,null
UVA,2017-12-07 04:15,-99.7436,29.2113,5.00
VCT,2017-12-07 04:15,-96.9303,28.8614,6.11
VKY,2017-12-07 04:15,-88.4410,29.2480,12.00
XBP,2017-12-07 04:15,-97.8284,33.1753,9.22
0F2,2017-12-07 04:15,-97.7756,33.6017,6.89
2F5,2017-12-07 04:15,-101.9018,32.7479,2.00
CFD,2017-12-07 04:15,-96.3314,30.7157,3.78
CZT,2017-12-07 04:15,-99.8236,28.5222,5.00
ELA,2017-12-07 04:15,-96.3219,29.6006,6.11
RWV,2017-12-07 04:15,-96.7041,30.5155,4.22
SLR,2017-12-07 04:15,-95.6200,33.1600,9.11
VAF,2017-12-07 04:15,-94.6253,27.3536,17.00
BIF,2017-12-07 04:19,-106.3800,31.8495,3.00
ABI,2017-12-07 04:20,-99.6821,32.4106,null
ACT,2017-12-07 04:20,-97.2283,31.6180,null
AFW,2017-12-07 04:20,-97.3179,32.9716,null
ALI,2017-12-07 04:20,-98.0269,27.7409,null
AMA,2017-12-07 04:20,-101.7059,35.2194,null
AUS,2017-12-07 04:20,-97.6699,30.1945,null
BAZ,2017-12-07 04:20,-98.0450,29.7090,null
BGD,2017-12-07 04:20,-101.3937,35.7009,null
BMQ,2017-12-07 04:20,-98.2386,30.7389,null
BPT,2017-12-07 04:20,-94.0200,29.9500,null
BRO,2017-12-07 04:20,-97.4231,25.9146,null
CDS,2017-12-07 04:20,-100.2881,34.4339,null
CLL,2017-12-07 04:20,-96.3639,30.5881,null
COT,2017-12-07 04:20,-99.2183,28.4567,null
CRS,2017-12-07 04:20,-96.4000,32.0300,null
CXO,2017-12-07 04:20,-95.4145,30.3524,null
DAL,2017-12-07 04:20,-96.8518,32.8471,null
DFW,2017-12-07 04:20,-97.0380,32.8968,null
DHT,2017-12-07 04:20,-102.5473,36.0226,null
DRT,2017-12-07 04:20,-100.9272,29.3742,null
DTO,2017-12-07 04:20,-97.1989,33.2061,null
DWH,2017-12-07 04:20,-95.5562,30.0680,null
ELP,2017-12-07 04:20,-106.3758,31.8111,null
FST,2017-12-07 04:20,-102.9167,30.9119,1.72
FTW,2017-12-07 04:20,-97.3624,32.8198,null
GGG,2017-12-07 04:20,-94.7115,32.3840,null
GKY,2017-12-07 04:20,-97.0943,32.6639,null
GLS,2017-12-07 04:20,-94.8604,29.2653,null
GTU,2017-12-07 04:20,-97.6767,30.6808,null
GZN,2017-12-07 04:20,-99.0237,32.3658,6.00
HDO,2017-12-07 04:20,-99.1742,29.3594,null
HOU,2017-12-07 04:20,-95.2824,29.6375,null
HRL,2017-12-07 04:20,-97.6544,26.2285,null
HYI,2017-12-07 04:20,-97.8630,29.8927,null
IAH,2017-12-07 04:20,-95.3414,29.9844,null
ILE,2017-12-07 04:20,-97.6865,31.0858,null
INK,2017-12-07 04:20,-103.2000,31.7800,null
JCT,2017-12-07 04:20,-99.7664,30.5108,null
LBB,2017-12-07 04:20,-101.8228,33.6636,null
LBX,2017-12-07 04:20,-95.4621,29.1086,null
LFK,2017-12-07 04:20,-94.7500,31.2340,null
LRD,2017-12-07 04:20,-99.4615,27.5438,null
LVJ,2017-12-07 04:20,-95.2400,29.5200,null
MAF,2017-12-07 04:20,-102.2075,31.9466,null
MRF,2017-12-07 04:20,-104.0200,30.3700,null
MWL,2017-12-07 04:20,-98.0602,32.7816,null
OCH,2017-12-07 04:20,-94.7094,31.5778,null
ODO,2017-12-07 04:20,-102.3867,31.9206,null
PIL,2017-12-07 04:20,-97.3378,26.1597,null
PRX,2017-12-07 04:20,-95.4507,33.6366,null
PSX,2017-12-07 04:20,-96.2500,28.7300,null
PWG,2017-12-07 04:20,-97.3165,31.4849,null
RBD,2017-12-07 04:20,-96.8700,32.6800,null
RKP,2017-12-07 04:20,-97.0464,28.0836,null
SAT,2017-12-07 04:20,-98.4698,29.5337,null
SGR,2017-12-07 04:20,-95.6565,29.6223,null
SJT,2017-12-07 04:20,-100.4950,31.3517,null
SPS,2017-12-07 04:20,-98.4928,33.9786,null
SSF,2017-12-07 04:20,-98.4711,29.3370,null
TKI,2017-12-07 04:20,-96.5900,33.1800,null
TPL,2017-12-07 04:20,-97.4078,31.1525,null
TRL,2017-12-07 04:20,-96.2700,32.7100,null
TYR,2017-12-07 04:20,-95.4024,32.3541,null
UTS,2017-12-07 04:20,-95.5872,30.7469,null
VCT,2017-12-07 04:20,-96.9303,28.8614,null
SJT,2017-12-07 04:24,-100.4950,31.3517,4.39
GDP,2017-12-07 04:24,-104.8098,31.8331,-1.11
ABI,2017-12-07 04:25,-99.6821,32.4106,null
ACT,2017-12-07 04:25,-97.2283,31.6180,null
AFW,2017-12-07 04:25,-97.3179,32.9716,null
ALI,2017-12-07 04:25,-98.0269,27.7409,null
AMA,2017-12-07 04:25,-101.7059,35.2194,null
AUS,2017-12-07 04:25,-97.6699,30.1945,null
BAZ,2017-12-07 04:25,-98.0450,29.7090,null
BGD,2017-12-07 04:25,-101.3937,35.7009,null
BMQ,2017-12-07 04:25,-98.2386,30.7389,null
BPT,2017-12-07 04:25,-94.0200,29.9500,null
BRO,2017-12-07 04:25,-97.4231,25.9146,null
CDS,2017-12-07 04:25,-100.2881,34.4339,null
CLL,2017-12-07 04:25,-96.3639,30.5881,null
COT,2017-12-07 04:25,-99.2183,28.4567,null
CRS,2017-12-07 04:25,-96.4000,32.0300,null
CXO,2017-12-07 04:25,-95.4145,30.3524,null
DAL,2017-12-07 04:25,-96.8518,32.8471,null
DFW,2017-12-07 04:25,-97.0380,32.8968,null
DHT,2017-12-07 04:25,-102.5473,36.0226,null
DRT,2017-12-07 04:25,-100.9272,29.3742,null
DTO,2017-12-07 04:25,-97.1989,33.2061,null
DWH,2017-12-07 04:25,-95.5562,30.0680,null
ELP,2017-12-07 04:25,-106.3758,31.8111,null
FST,2017-12-07 04:25,-102.9167,30.9119,null
FTW,2017-12-07 04:25,-97.3624,32.8198,null
GGG,2017-12-07 04:25,-94.7115,32.3840,null
GKY,2017-12-07 04:25,-97.0943,32.6639,null
GLS,2017-12-07 04:25,-94.8604,29.2653,null
GTU,2017-12-07 04:25,-97.6767,30.6808,null
HDO,2017-12-07 04:25,-99.1742,29.3594,null
HOU,2017-12-07 04:25,-95.2824,29.6375,null
HRL,2017-12-07 04:25,-97.6544,26.2285,null
HYI,2017-12-07 04:25,-97.8630,29.8927,null
IAH,2017-12-07 04:25,-95.3414,29.9844,null
ILE,2017-12-07 04:25,-97.6865,31.0858,null
INK,2017-12-07 04:25,-103.2000,31.7800,null
JCT,2017-12-07 04:25,-99.7664,30.5108,null
LBB,2017-12-07 04:25,-101.8228,33.6636,null
LBX,2017-12-07 04:25,-95.4621,29.1086,null
LFK,2017-12-07 04:25,-94.7500,31.2340,null
LRD,2017-12-07 04:25,-99.4615,27.5438,null
LVJ,2017-12-07 04:25,-95.2400,29.5200,null
MAF,2017-12-07 04:25,-102.2075,31.9466,null
MFE,2017-12-07 04:25,-98.2386,26.1758,null
MRF,2017-12-07 04:25,-104.0200,30.3700,null
MWL,2017-12-07 04:25,-98.0602,32.7816,null
OCH,2017-12-07 04:25,-94.7094,31.5778,null
ODO,2017-12-07 04:25,-102.3867,31.9206,null
PIL,2017-12-07 04:25,-97.3378,26.1597,null
PRX,2017-12-07 04:25,-95.4507,33.6366,null
PSX,2017-12-07 04:25,-96.2500,28.7300,null
PWG,2017-12-07 04:25,-97.3165,31.4849,null
RBD,2017-12-07 04:25,-96.8700,32.6800,null
RKP,2017-12-07 04:25,-97.0464,28.0836,null
SAT,2017-12-07 04:25,-98.4698,29.5337,null
SGR,2017-12-07 04:25,-95.6565,29.6223,null
SJT,2017-12-07 04:25,-100.4950,31.3517,null
SPS,2017-12-07 04:25,-98.4928,33.9786,null
SSF,2017-12-07 04:25,-98.4711,29.3370,null
TKI,2017-12-07 04:25,-96.5900,33.1800,null
TPL,2017-12-07 04:25,-97.4078,31.1525,null
TRL,2017-12-07 04:25,-96.2700,32.7100,null
TYR,2017-12-07 04:25,-95.4024,32.3541,null
UTS,2017-12-07 04:25,-95.5872,30.7469,null
VCT,2017-12-07 04:25,-96.9303,28.8614,null
MRF,2017-12-07 04:26,-104.0200,30.3700,-1.00
DRT,2017-12-07 04:28,-100.9272,29.3742,6.11
ABI,2017-12-07 04:30,-99.6821,32.4106,null
ACT,2017-12-07 04:30,-97.2283,31.6180,null
AFW,2017-12-07 04:30,-97.3179,32.9716,null
ALI,2017-12-07 04:30,-98.0269,27.7409,null
AMA,2017-12-07 04:30,-101.7059,35.2194,null
AUS,2017-12-07 04:30,-97.6699,30.1945,null
BAZ,2017-12-07 04:30,-98.0450,29.7090,null
BGD,2017-12-07 04:30,-101.3937,35.7009,null
BMQ,2017-12-07 04:30,-98.2386,30.7389,null
BPT,2017-12-07 04:30,-94.0200,29.9500,null
BRO,2017-12-07 04:30,-97.4231,25.9146,null
CDS,2017-12-07 04:30,-100.2881,34.4339,null
CLL,2017-12-07 04:30,-96.3639,30.5881,null
CRS,2017-12-07 04:30,-96.4000,32.0300,null
CXO,2017-12-07 04:30,-95.4145,30.3524,null
DAL,2017-12-07 04:30,-96.8518,32.8471,null
DFW,2017-12-07 04:30,-97.0380,32.8968,null
DHT,2017-12-07 04:30,-102.5473,36.0226,null
DKR,2017-12-07 04:30,-95.4038,31.3070,5.00
DRT,2017-12-07 04:30,-100.9272,29.3742,null
DTO,2017-12-07 04:30,-97.1989,33.2061,null
DWH,2017-12-07 04:30,-95.5562,30.0680,null
ELP,2017-12-07 04:30,-106.3758,31.8111,null
FST,2017-12-07 04:30,-102.9167,30.9119,null
FTW,2017-12-07 04:30,-97.3624,32.8198,null
GGG,2017-12-07 04:30,-94.7115,32.3840,null
GKY,2017-12-07 04:30,-97.0943,32.6639,null
GLS,2017-12-07 04:30,-94.8604,29.2653,null
GTU,2017-12-07 04:30,-97.6767,30.6808,null
GVT,2017-12-07 04:30,-96.0653,33.0678,8.00
HDO,2017-12-07 04:30,-99.1742,29.3594,null
HOU,2017-12-07 04:30,-95.2824,29.6375,null
HRL,2017-12-07 04:30,-97.6544,26.2285,null
HYI,2017-12-07 04:30,-97.8630,29.8927,null
IAH,2017-12-07 04:30,-95.3414,29.9844,null
ILE,2017-12-07 04:30,-97.6865,31.0858,null
INK,2017-12-07 04:30,-103.2000,31.7800,null
JCT,2017-12-07 04:30,-99.7664,30.5108,null
LBB,2017-12-07 04:30,-101.8228,33.6636,null
LBX,2017-12-07 04:30,-95.4621,29.1086,null
LFK,2017-12-07 04:30,-94.7500,31.2340,null
LRD,2017-12-07 04:30,-99.4615,27.5438,null
LVJ,2017-12-07 04:30,-95.2400,29.5200,null
MAF,2017-12-07 04:30,-102.2075,31.9466,null
MFE,2017-12-07 04:30,-98.2386,26.1758,null
MRF,2017-12-07 04:30,-104.0200,30.3700,null
MWL,2017-12-07 04:30,-98.0602,32.7816,null
OCH,2017-12-07 04:30,-94.7094,31.5778,null
ODO,2017-12-07 04:30,-102.3867,31.9206,null
PIL,2017-12-07 04:30,-97.3378,26.1597,null
PRX,2017-12-07 04:30,-95.4507,33.6366,null
PSX,2017-12-07 04:30,-96.2500,28.7300,null
PWG,2017-12-07 04:30,-97.3165,31.4849,null
RBD,2017-12-07 04:30,-96.8700,32.6800,null
RKP,2017-12-07 04:30,-97.0464,28.0836,null
SAT,2017-12-07 04:30,-98.4698,29.5337,null
SGR,2017-12-07 04:30,-95.6565,29.6223,null
SJT,2017-12-07 04:30,-100.4950,31.3517,null
SPS,2017-12-07 04:30,-98.4928,33.9786,null
SSF,2017-12-07 04:30,-98.4711,29.3370,null
TKI,2017-12-07 04:30,-96.5900,33.1800,null
TPL,2017-12-07 04:30,-97.4078,31.1525,null
TRL,2017-12-07 04:30,-96.2700,32.7100,null
TYR,2017-12-07 04:30,-95.4024,32.3541,null
UTS,2017-12-07 04:30,-95.5872,30.7469,null
VCT,2017-12-07 04:30,-96.9303,28.8614,null
BMQ,2017-12-07 04:32,-98.2386,30.7389,4.39
LRD,2017-12-07 04:33,-99.4615,27.5438,6.00
0F2,2017-12-07 04:35,-97.7756,33.6017,6.11
11R,2017-12-07 04:35,-96.3742,30.2189,5.28
2F5,2017-12-07 04:35,-101.9018,32.7479,2.00
3T5,2017-12-07 04:35,-96.9500,29.9100,5.00
5C1,2017-12-07 04:35,-98.6946,29.7239,2.00
5T9,2017-12-07 04:35,-100.5135,28.8571,6.00
66R,2017-12-07 04:35,-96.5158,29.6411,null
6R3,2017-12-07 04:35,-95.0080,30.3564,5.50
ABI,2017-12-07 04:35,-99.6821,32.4106,null
ACT,2017-12-07 04:35,-97.2283,31.6180,null
ADS,2017-12-07 04:35,-96.8364,32.9686,9.00
AFW,2017-12-07 04:35,-97.3179,32.9716,null
ALI,2017-12-07 04:35,-98.0269,27.7409,null
